;Proposições;Autor;Apresentaç
518;PL 1381/2020;"Paula Belmonte - CIDADANIA/DF;Dr. Jaziel - PL/CE";01/04/2020
519;PL 5327/2019;José Medeiros - PODE/MT;02/10/2019
520;PL 10470/2018;Erika Kokay - PT/DF;20/06/2018
521;PL 1914/2020;"Paulo Pimenta - PT/RS; Jorge Solla - PT/BA; Patrus Ananias - PT/MG e outros";15/04/2020
522;PL 1840/2020;"Danilo Cabral - PSB/PE; Luciano Ducci - PSB/PR; Vilson da Fetaemg - PSB/MG e outros";13/04/2020
523;PL 1947/2020;"Camilo Capiberibe - PSB/AP; Mauro Nazif - PSB/RO; Bira do Pindaré - PSB/MA e outros";16/04/2020
524;PL 2119/2020;Elias Vaz - PSB/GO;23/04/2020
525;PL 1160/2020;Darci de Matos - PSD/SC;27/03/2020
526;PL 10931/2018;Erika Kokay - PT/DF;31/10/2018
527;PL 3472/2020;Ricardo Silva - PSB/SP;23/06/2020
528;PL 1827/2020;Professor Joziel - PSL/RJ;13/04/2020
529;PL 10995/2018;Carlos Henrique Gaguim - DEM/TO;20/11/2018
530;PL 1590/2019;Roberto Alves - PRB/SP;19/03/2019
531;PL 7321/2014;João Campos - PSDB/GO;27/03/2014
532;PL 7011/2017;Cabo Sabino - PR/CE;07/03/2017
533;PL 1268/2019;Arlindo Chinaglia - PT/SP;06/03/2019
534;PL 4660/2016;Cabo Daciolo - S.PART./RJ;08/03/2016
535;PL 711/2020;Carlos Sampaio - PSDB/SP;18/03/2020
536;PL 4183/2019;Roberto de Lucena - PODE/SP;02/08/2019
537;PL 2124/2020;Alexandre Frota - PSDB/SP;23/04/2020
538;PL 7972/2014;João Paulo Lima - PT/PE;04/09/2014
539;PL 9997/2018;Mário Heringer - PDT/MG;11/04/2018
540;PL 2216/2020;"Frei Anastacio Ribeiro - PT/PB;Assis Carvalho - PT/PI";27/04/2020
541;PL 830/2020;Heitor Freire - PSL/CE;23/03/2020
542;PL 2085/2020;Eduardo Bismarck - PDT/CE;22/04/2020
543;PL 5375/2019;Afonso Hamm - PP/RS;03/10/2019
544;PL 2491/2020;Luiz Philippe de Orleans e Bragança - PSL/SP;08/05/2020
545;PL 4892/2019;Luiz Philippe de Orleans e Bragança - PSL/SP;04/09/2019
546;PL 2895/2015;Daniel Vilela - PMDB/GO;03/09/2015
547;PL 4066/2015;João Gualberto - PSDB/BA;16/12/2015
548;PL 3669/2015;Alberto Fraga - DEM/DF;18/11/2015
549;PLP 314/2013;Amauri Teixeira - PT/BA;21/08/2013
550;PLP 84/2020;Enio Verri - PT/PR;08/04/2020
551;PLP 104/2020;Joaquim Passarinho - PSD/PA;17/04/2020
552;PL 11276/2018;Poder Executivo;27/12/2018
553;PL 2350/2020;Capitão Alberto Neto - REPUBLIC/AM;04/05/2020
554;PL 2395/2020;Cássio Andrade - PSB/PA;05/05/2020
555;PL 2475/2020;Paulo Bengtson - PTB/PA;07/05/2020
556;PL 2492/2020;"Luiz Philippe de Orleans e Bragança - PSL/SP;Alê Silva - PSL/MG";08/05/2020
557;PL 2509/2020;"Fernanda Melchionna - PSOL/RS; Sâmia Bomfim - PSOL/SP; Luiza Erundina - PSOL/SP e outros";08/05/2020
558;PL 2530/2020;André Figueiredo - PDT/CE;11/05/2020
559;PL 2573/2020;David Soares - DEM/SP;12/05/2020
560;PL 2640/2020;Celso Sabino - PSDB/PA;14/05/2020
561;PL 2646/2020;"João Maia - PL/RN; Hugo Leal - PSD/RJ; Rubens Bueno - CIDADANIA/PR e outros";14/05/2020
562;PL 2647/2020;Raimundo Costa - PL/BA;14/05/2020
563;PL 2650/2020;Félix Mendonça Júnior - PDT/BA;14/05/2020
564;PL 2675/2020;Wilson Santiago - PTB/PB;14/05/2020
565;PL 2689/2020;Pompeo de Mattos - PDT/RS;14/05/2020
566;PL 2682/2020;Guilherme Derrite - PP/SP;14/05/2020
567;PL 3597/2020;"Bira do Pindaré - PSB/MA; Vilson da Fetaemg - PSB/MG; Camilo Capiberibe - PSB/AP e outros";01/07/2020
568;PL 2126/2020;"Alexandre Padilha - PT/SP; Alencar Santana Braga - PT/SP; João Daniel - PT/SE e outros";23/04/2020
569;PL 4380/2019;Paula Belmonte - CIDADANIA/DF;08/08/2019
570;PL 5751/2019;Nivaldo Albuquerque - PTB/AL;30/10/2019
571;PLP 130/2020;Mário Heringer - PDT/MG;21/05/2020
572;PLP 138/2020;Paula Belmonte - CIDADANIA/DF;26/05/2020
573;PL 2228/2020;Pedro Cunha Lima - PSDB/PB;28/04/2020
574;PL 2267/2020;Luis Miranda - DEM/DF;28/04/2020
575;PL 2275/2020;Léo Moraes - PODE/RO;28/04/2020
576;PL 1988/2020;Célio Studart - PV/CE;16/04/2020
577;PL 2041/2020;Julio Cesar Ribeiro - REPUBLIC/DF;20/04/2020
578;PL 1961/2020;Aureo Ribeiro - SOLIDARI/RJ;16/04/2020
579;PL 3332/2020;Abou Anni - PSL/SP;16/06/2020
580;PL 956/2020;"Marcel van Hattem - NOVO/RS; Adriana Ventura - NOVO/SP; Alexis Fonteyne - NOVO/SP e outros";24/03/2020
581;PL 1352/2020;Pedro Augusto Bezerra - PTB/CE;31/03/2020
582;PL 1738/2020;Dr. Zacharias Calil - DEM/GO;08/04/2020
583;PL 1890/2020;Charlles Evangelista - PSL/MG;14/04/2020
584;PL 1213/2020;Rubens Bueno - CIDADANIA/PR;30/03/2020
585;PL 3042/2020;"Alexandre Frota - PSDB/SP; Jose Mario Schreiner - DEM/GO; Cássio Andrade - PSB/PA e outros";01/06/2020
586;PL 1663/2020;Vicentinho Júnior - PL/TO;07/04/2020
587;PL 2455/2019;Capitão Wagner - PROS/CE;23/04/2019
588;PL 8176/2017;Marcos Rogério - DEM/RO;08/08/2017
589;PL 5676/2016;Geraldo Resende - PSDB/MS;28/06/2016
590;PL 1394/2020;Zé Vitor - PL/MG;01/04/2020
591;PL 5316/2016;Delegado Waldir - PR/GO;17/05/2016
592;PL 5740/2016;Nilto Tatto - PT/SP;05/07/2016
593;PL 9950/2018;"Alessandro Molon - PSB/RJ; Célio Studart - PV/CE; Professora Rosa Neide - PT/MT e outros";04/04/2018
594;PEC 45/2019;Baleia Rossi - MDB/SP;03/04/2019
595;PLP 69/2020;"Fernanda Melchionna - PSOL/RS; David Miranda - PSOL/RJ; Sâmia Bomfim - PSOL/SP e outros";31/03/2020
596;PL 1420/2020;Domingos Neto - PSD/CE;01/04/2020
597;PL 1421/2020;Hugo Leal - PSD/RJ;01/04/2020
598;PL 1434/2020;"João Daniel - PT/SE; Margarida Salomão - PT/MG; Valmir Assunção - PT/BA";01/04/2020
599;PL 1435/2020;João Daniel - PT/SE;01/04/2020
600;PL 1658/2020;"Alexandre Padilha - PT/SP; Jorge Solla - PT/BA; Patricia Ferraz - PODE/AP e outros";07/04/2020
601;PL 1660/2020;Heitor Freire - PSL/CE;07/04/2020
602;PLP 82/2011;Rogério Peninha Mendonça - PMDB/SC;09/08/2011
603;PL 657/2020;Helder Salomão - PT/ES;17/03/2020
604;PL 814/2020;Coronel Armando - PSL/SC;23/03/2020
605;PL 821/2020;José Guimarães - PT/CE;23/03/2020
606;PL 853/2020;Kim Kataguiri - DEM/SP;23/03/2020
607;PL 854/2020;Kim Kataguiri - DEM/SP;23/03/2020
608;PL 856/2020;Kim Kataguiri - DEM/SP;23/03/2020
609;PL 898/2020;Rejane Dias - PT/PI;24/03/2020
610;PL 928/2020;"Adriana Ventura - NOVO/SP; Alexandre Serfiotis - PSD/RJ; Dra. Soraya Manato - PSL/ES e outros";24/03/2020
611;PL 959/2020;Hildo Rocha - MDB/MA;24/03/2020
612;PL 997/2020;Eduardo Bismarck - PDT/CE;25/03/2020
613;PL 1008/2020;Túlio Gadêlha - PDT/PE;25/03/2020
614;PL 1074/2020;Capitão Alberto Neto - REPUBLIC/AM;26/03/2020
615;PL 1096/2020;Charlles Evangelista - PSL/MG;26/03/2020
616;PL 1141/2020;Capitão Augusto - PL/SP;27/03/2020
617;PL 1244/2020;"Pedro Lucas Fernandes - PTB/MA; Luisa Canziani - PTB/PR; Eduardo Costa - PTB/PA e outros";30/03/2020
618;PL 1265/2020;Delegado Waldir - PSL/GO;30/03/2020
619;PL 1350/2020;João H. Campos - PSB/PE;31/03/2020
620;PL 1210/2020;"João H. Campos - PSB/PE;Camilo Capiberibe - PSB/AP";30/03/2020
621;PL 1217/2020;Alexandre Frota - PSDB/SP;30/03/2020
622;PL 3165/2020;"Idilvan Alencar - PDT/CE; Professora Dorinha Seabra Rezende - DEM/TO; Professora Rosa Neide - PT/MT e outros";08/06/2020
623;PLP 5/2011;Eduardo Barbosa - PSDB/MG;08/02/2011
624;PL 11007/2018;Capitão Augusto - PR/SP;21/11/2018
625;PL 920/2015;Hugo Leal - PROS/RJ;26/03/2015
626;PL 8161/2014;"Ricardo Izar - PSD/SP; Weliton Prado - PROS/MG; Célio Studart - PV/CE";02/12/2014
627;PL 397/2020;Gutemberg Reis - MDB/RJ;19/02/2020
628;PL 311/2020;Rejane Dias - PT/PI;13/02/2020
629;PL 1757/2020;Carlos Chiodini - MDB/SC;09/04/2020
630;PL 2928/2015;Rocha - PSDB/AC;09/09/2015
631;PL 656/2020;Denis Bezerra - PSB/CE;17/03/2020
632;PL 1318/2020;André Fufuca - PP/MA;31/03/2020
633;PL 846/2020;"Acácio Favacho - PROS/AP;Capitão Wagner - PROS/CE";23/03/2020
634;PL 1443/2020;Alice Portugal - PCdoB/BA;02/04/2020
635;PL 1117/2020;"Capitão Wagner - PROS/CE;Acácio Favacho - PROS/AP";26/03/2020
636;PL 1907/2020;"Ivan Valente - PSOL/SP; Talíria Petrone - PSOL/RJ; Fernanda Melchionna - PSOL/RS e outros";15/04/2020
637;PL 1859/2020;Perpétua Almeida - PCdoB/AC;14/04/2020
638;PL 2230/2020;"Jandira Feghali - PCdoB/RJ;Alexandre Padilha - PT/SP";28/04/2020
639;PL 3240/2020;Haroldo Cathedral - PSD/RR;10/06/2020
640;PL 1763/2020;Alexandre Frota - PSDB/SP;09/04/2020
641;PL 2012/2020;Alice Portugal - PCdoB/BA;17/04/2020
642;PL 3978/2019;Carmen Zanotto - CIDADANIA/SC;09/07/2019
643;PL 4277/2016;Sergio Vidigal - PDT/ES;02/02/2016
644;PL 2219/2015;André Fufuca - PEN/MA;02/07/2015
645;PL 1162/2011;Fernando Francischini - PSDB/PR;27/04/2011
646;PL 10246/2018;Heuler Cruvinel - PP/GO;16/05/2018
647;PL 6948/2017;Professor Victório Galli - PSC/MT;16/02/2017
648;PL 1992/2015;Fábio Mitidieri - PSD/SE;18/06/2015
649;PL 3392/2019;Fábio Faria - PSD/RN;06/06/2019
650;PL 3823/2015;Uldurico Junior - PTC/BA;02/12/2015
651;PL 2344/2015;Odorico Monteiro - PT/CE;14/07/2015
652;PL 9701/2018;"Laura Carneiro - S.PART./RJ;Eduardo Barbosa - PSDB/MG";06/03/2018
653;PL 9344/2017;Francisco Floriano - DEM/RJ;13/12/2017
654;PL 9343/2017;Francisco Floriano - DEM/RJ;13/12/2017
655;PL 11086/2018;Marx Beltrão - PSD/AL;28/11/2018
656;PL 7914/2014;Felipe Bornier - PSD/RJ;26/08/2014
657;PL 2982/2011;Anthony Garotinho - PR/RJ;14/12/2011
658;PL 3918/2019;Eli Borges - SOLIDARI/TO;08/07/2019
659;PL 4753/2019;Charlles Evangelista - PSL/MG;28/08/2019
660;PL 1147/2011;Rogério Carvalho - PT/SE;26/04/2011
661;PL 1272/2015;Carlos Bezerra - PMDB/MT;27/04/2015
662;PL 2504/2015;PACTO FEDERATIVO;05/08/2015
663;PL 4529/2012;Júlio Campos - DEM/MT;10/10/2012
664;PL 9646/2018;Fábio Trad - PSD/MS;28/02/2018
665;PL 10370/2018;Augusto Carvalho - SD/DF;06/06/2018
666;PL 9556/2018;Delegado Éder Mauro - PSD/PA;08/02/2018
667;PL 3924/2012;"Pedro Uczai - PT/SC; Inocêncio Oliveira - PR/PE; Arnaldo Jardim - PPS/SP e outros";23/05/2012
668;PL 1749/2020;"Gilson Marques - NOVO/SC;Adriana Ventura - NOVO/SP";09/04/2020
669;PL 9253/2017;Antonio Bulhões - PRB/SP;05/12/2017
670;PL 7142/2014;Danilo Forte - PMDB/CE;18/02/2014
671;PL 680/2020;Maria do Rosário - PT/RS;17/03/2020
672;PL 3793/2012;Jorge Corte Real - PTB/PE;02/05/2012
673;PL 1770/2020;Hildo Rocha - MDB/MA;09/04/2020
674;PL 1774/2020;"Marcelo Ramos - PL/AM; Flávia Arruda - PL/DF; Hiran Gonçalves - PP/RR e outros";09/04/2020
675;PL 1838/2020;Capitão Alberto Neto - REPUBLIC/AM;13/04/2020
676;PL 1777/2020;Erika Kokay - PT/DF;09/04/2020
677;PL 1778/2020;Erika Kokay - PT/DF;09/04/2020
678;PL 1792/2020;Félix Mendonça Júnior - PDT/BA;13/04/2020
679;PL 1718/2020;Erika Kokay - PT/DF;08/04/2020
680;PL 1743/2020;Daniel Coelho - CIDADANIA/PE;09/04/2020
681;PL 1820/2020;Reginaldo Lopes - PT/MG;13/04/2020
682;PL 1891/2020;Charlles Evangelista - PSL/MG;14/04/2020
683;PLP 74/2020;Hélio Leite - DEM/PA;01/04/2020
684;PL 6722/2010;Poder Executivo;29/01/2010
685;PL 7660/2010;Solange Amaral - DEM/RJ;14/07/2010
686;PLP 32/2019;Roberto Pessoa - PSDB/CE;13/02/2019
687;PLP 406/2017;Cabo Sabino - PR/CE;15/08/2017
688;PLP 403/2017;José Nunes - PSD/BA;09/08/2017
689;PL 5778/2016;COMISSÃO DE SEGURIDADE SOCIAL E FAMÍLIA;07/07/2016
690;PL 827/2019;Célio Studart - PV/CE;14/02/2019
691;PL 11064/2018;João Daniel - PT/SE;28/11/2018
692;PLP 195/2015;João Derly - REDE/RS;18/11/2015
693;PLP 194/2015;Rosangela Gomes - PRB/RJ;17/11/2015
694;PLP 320/2013;Dr. Carlos Alberto - PMN/RJ;28/08/2013
695;PL 1940/2019;Policial Katia Sastre - PR/SP;02/04/2019
696;PL 1478/2020;Mário Negromonte Jr. - PP/BA;02/04/2020
697;PL 804/2020;"Rodrigo Coelho - PSB/SC;Dra. Soraya Manato - PSL/ES";23/03/2020
698;PL 1315/2020;Gil Cutrim - PDT/MA;31/03/2020
699;PL 11247/2018;Senado Federal - Fernando Collor - PTC/AL;19/12/2018
700;PL 3206/2019;Flávia Arruda - PL/DF;29/05/2019
701;PL 6118/2019;Alexandre Padilha - PT/SP;20/11/2019
702;PL 10976/2018;Miro Teixeira - REDE/RJ;13/11/2018
703;PL 565/2011;Lindomar Garçon - PV/RO;23/02/2011
704;PL 733/2020;Eduardo Bismarck - PDT/CE;18/03/2020
705;PL 613/2020;"Luciano Ducci - PSB/PR;Cássio Andrade - PSB/PA";11/03/2020
706;PL 4703/2016;Efraim Filho - DEM/PB;10/03/2016
707;PL 7705/2010;Paulo Bornhausen - DEM/SC;04/08/2010
708;PEC 6/2015;Odelmo Leão - PP/MG;05/03/2015
709;PL 2294/2020;Carlos Chiodini - MDB/SC;29/04/2020
710;PL 2883/2011;"Ricardo Izar - PSD/SP;Célio Studart - PV/CE";07/12/2011
711;PL 6610/2019 (Nº Anterior: PL 3490/2012);"Ricardo Izar - PSD/SP;Célio Studart - PV/CE";21/03/2012
712;PL 5949/2013;"Ricardo Izar - PSD/SP;Célio Studart - PV/CE";11/07/2013
713;PL 7687/2014;Roberto de Lucena - PV/SP;06/06/2014
714;PL 7686/2014;Roberto de Lucena - PV/SP;06/06/2014
715;PL 3765/2012;"Ricardo Izar - PSD/SP; Weliton Prado - PROS/MG; Célio Studart - PV/CE";25/04/2012
716;PL 1537/2020;Margarida Salomão - PT/MG;03/04/2020
717;PL 6228/2016;Mariana Carvalho - PSDB/RO;04/10/2016
718;PL 2906/2019;José Medeiros - PODE/MT;15/05/2019
719;PL 6123/2013;Sandra Rosado - PSB/RN;16/08/2013
720;PL 10504/2018;Carlos Sampaio - PSDB/SP;03/07/2018
721;PL 15/2019;"Vinicius Poit - NOVO/SP; Adriana Ventura - NOVO/SP; Alexis Fonteyne - NOVO/SP e outros";04/02/2019
722;PL 699/2020;Alexis Fonteyne - NOVO/SP;18/03/2020
723;PL 671/2020;Celso Sabino - PSDB/PA;17/03/2020
724;PL 703/2020;JHC - PSB/AL;18/03/2020
725;PL 742/2020;Helder Salomão - PT/ES;18/03/2020
726;PL 738/2020;Gil Cutrim - PDT/MA;18/03/2020
727;PL 639/2020;Loester Trutis - PSL/MS;12/03/2020
728;PL 655/2020;Shéridan - PSDB/RR;17/03/2020
729;PL 1738/2019;Mauro Nazif - PSB/RO;26/03/2019
730;PEC 275/2016;Cabo Sabino - PR/CE;16/11/2016
731;PL 2263/2011;Luiza Erundina - PSB/SP;13/09/2011
732;PL 2342/2020;Gervásio Maia - PSB/PB;04/05/2020
733;PL 1321/2020;"Enio Verri - PT/PR; Joseildo Ramos - PT/BA; Helder Salomão - PT/ES e outros";31/03/2020
734;PL 7751/2010;Senado Federal - Adelmir Santana - DEM/DF;13/08/2010
735;PL 2500/2020;Eduardo Costa - PTB/PA;08/05/2020
736;PL 3069/2011;Roberto de Lucena - PV/SP;21/12/2011
737;PLP 154/2020;"JHC - PSB/AL;Danilo Cabral - PSB/PE";04/06/2020
738;PLP 160/2020;Rafael Motta - PSB/RN;08/06/2020
739;PL 5570/2019;Zé Neto - PT/BA;16/10/2019
740;PL 2216/2011;Jesus Rodrigues - PT/PI;01/09/2011
741;PL 1087/2015;Cabo Sabino - PR/CE;09/04/2015
742;PL 5784/2019;Afonso Motta - PDT/RS;30/10/2019
743;PLP 29/2020;Helder Salomão - PT/ES;17/03/2020
744;PL 3566/2020;André de Paula - PSD/PE;30/06/2020
745;PL 1948/2020;Gildenemyr - PL/MA;16/04/2020
746;PL 2608/2020;Paulo Bengtson - PTB/PA;13/05/2020
747;PL 667/2020;André Fufuca - PP/MA;17/03/2020
748;PL 2732/2011;Arnaldo Jardim - PPS/SP;17/11/2011
749;PL 3492/2020;Paula Belmonte - CIDADANIA/DF;24/06/2020
750;PL 699/2011;Arnaldo Faria de Sá - PTB/SP;15/03/2011
751;PL 949/2011;Raimundo Gomes de Matos - PSDB/CE;06/04/2011
752;PEC 101/2015;Ricardo Izar - PSD/SP;16/07/2015
753;PL 7381/2014;Alceu Moreira - PMDB/RS;08/04/2014
754;PEC 249/2013;Vanderlei Macris - PSDB/SP;19/03/2013
755;PL 1725/2020;Celina Leão - PP/DF;08/04/2020
756;PL 2277/2020;Marreca Filho - PATRIOTA/MA;28/04/2020
757;PL 3153/2020;Célio Studart - PV/CE;05/06/2020
758;PL 1788/2020;Delegado Antônio Furtado - PSL/RJ;11/04/2020
759;PL 1811/2020;Rosangela Gomes - REPUBLIC/RJ;13/04/2020
760;PL 1862/2020;Erika Kokay - PT/DF;14/04/2020
761;PL 1949/2020;Frei Anastacio Ribeiro - PT/PB;16/04/2020
762;PL 2116/2020;Nicoletti - PSL/RR;23/04/2020
763;PL 2212/2011;Assis Carvalho - PT/PI;01/09/2011
764;PL 1367/2020;Christino Aureo - PP/RJ;31/03/2020
765;PL 1831/2020;Luiz Carlos Motta - PL/SP;13/04/2020
766;PL 3312/2020;Mário Heringer - PDT/MG;15/06/2020
767;PL 1432/2020;Ricardo Izar - PP/SP;01/04/2020
768;PL 2909/2020;Alexandre Frota - PSDB/SP;26/05/2020
769;PL 3488/2020;José Airton Félix Cirilo - PT/CE;24/06/2020
770;PL 957/2020;Helder Salomão - PT/ES;24/03/2020
771;PL 1902/2020;Rejane Dias - PT/PI;15/04/2020
772;PL 1780/2020;"Jorge Solla - PT/BA; Patricia Ferraz - PODE/AP; Margarida Salomão - PT/MG e outros";10/04/2020
773;PL 1159/2020;Flávio Nogueira - PDT/PI;27/03/2020
774;PL 3273/2020;Marcelo Freixo - PSOL/RJ;12/06/2020
775;PL 3144/2020;Joice Hasselmann - PSL/SP;04/06/2020
776;PL 9077/2017;Francisco Floriano - DEM/RJ;09/11/2017
777;PL 649/2020;"Sanderson - PSL/RS; Bibo Nunes - PSL/RS; Major Fabiana - PSL/RJ e outros";17/03/2020
778;PL 2205/2020;Jaqueline Cassol - PP/RO;27/04/2020
779;PL 3312/2019;Lauriete - PL/ES;04/06/2019
780;PL 2465/2020;Vinicius Farah - MDB/RJ;07/05/2020
781;PL 4145/2012;Antonio Bulhões - PRB/SP;03/07/2012
782;PL 4403/2012;Onofre Santo Agostini - PSD/SC;05/09/2012
783;PL 1959/2020;Erika Kokay - PT/DF;16/04/2020
784;PL 3070/2020;Dra. Soraya Manato - PSL/ES;02/06/2020
785;PLP 142/2020;"Milton Vieira - REPUBLIC/SP;Vinicius Carvalho - REPUBLIC/SP";28/05/2020
786;PL 1482/2020;Rogério Correia - PT/MG;02/04/2020
787;PL 1721/2020;"Perpétua Almeida - PCdoB/AC;Dagoberto Nogueira - PDT/MS";08/04/2020
788;PL 2094/2020;Fausto Pinato - PP/SP;22/04/2020
789;PL 11053/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
790;PL 2843/2020;Coronel Chrisóstomo - PSL/RO;22/05/2020
791;PL 3263/2020;Luis Miranda - DEM/DF;10/06/2020
792;PL 2685/2020;Jéssica Sales - MDB/AC;14/05/2020
793;PLP 57/2020;"Danilo Cabral - PSB/PE; Lídice da Mata - PSB/BA; Felipe Carreras - PSB/PE e outros";26/03/2020
794;PL 3210/2020;Célio Studart - PV/CE;09/06/2020
795;PLP 256/2019;Carlos Henrique Gaguim - DEM/TO;19/11/2019
796;PLP 93/2020;Glaustin Fokus - PSC/GO;14/04/2020
797;PL 1463/2020;Dagoberto Nogueira - PDT/MS;02/04/2020
798;PL 2989/2020;Alexandre Frota - PSDB/SP;29/05/2020
799;PL 1771/2020;"Marília Arraes - PT/PE; Patrus Ananias - PT/MG; Nilto Tatto - PT/SP e outros";09/04/2020
800;PL 5474/2019;Marília Arraes - PT/PE;09/10/2019
801;PL 2401/2020;Valmir Assunção - PT/BA;05/05/2020
802;PL 3246/2020;"Rose Modesto - PSDB/MS;Rodrigo Coelho - PSB/SC";10/06/2020
803;PL 2924/2020;"Mauro Nazif - PSB/RO; Vilson da Fetaemg - PSB/MG; Ted Conti - PSB/ES e outros";26/05/2020
804;PL 2566/2020;Capitão Alberto Neto - REPUBLIC/AM;12/05/2020
805;PL 3282/2020;Benes Leocádio - REPUBLIC/RN;15/06/2020
806;PL 2975/2020;Jesus Sérgio - PDT/AC;28/05/2020
807;PL 523/2019;Jandira Feghali - PCdoB/RJ;06/02/2019
808;PL 2881/2020;Delegado Antônio Furtado - PSL/RJ;25/05/2020
809;PL 2884/2020;Hugo Leal - PSD/RJ;26/05/2020
810;PL 2915/2020;Guilherme Derrite - PP/SP;26/05/2020
811;PL 5069/2013;"Eduardo Cunha - PMDB/RJ; Isaias Silvestre - PSB/MG; João Dado - PDT/SP e outros";27/02/2013
812;PL 1189/2020;"Helder Salomão - PT/ES;Carlos Zarattini - PT/SP";30/03/2020
813;PL 112/2019;Renata Abreu - PODE/SP;04/02/2019
814;PL 3431/2020;José Medeiros - PODE/MT;19/06/2020
815;PL 6969/2013;"Sarney Filho - PV/MA;Alessandro Molon - PSB/RJ";17/12/2013
816;PL 1545/2011;Eduardo Cunha - PMDB/RJ;08/06/2011
817;PL 8363/2017;Erika Kokay - PT/DF;23/08/2017
818;PL 1917/2020;Fábio Trad - PSD/MS;15/04/2020
819;PL 4126/2015;Felipe Bornier - PSD/RJ;16/12/2015
820;PL 4640/2016;Flavinho - PSB/SP;08/03/2016
821;PL 4808/2016;Capitão Augusto - PR/SP;22/03/2016
822;PL 4998/2016;Senado Federal - Valdir Raupp - PMDB/RO;12/04/2016
823;PL 2768/2020;Dulce Miranda - MDB/TO;19/05/2020
824;PL 2636/2020;Paula Belmonte - CIDADANIA/DF;14/05/2020
825;PL 3462/2015;Diego Garcia - PHS/PR;28/10/2015
826;PL 2083/2019;Pastor Sargento Isidório - AVANTE/BA;04/04/2019
827;PL 5251/2016;Vitor Valim - PMDB/CE;11/05/2016
828;PL 3433/2019;Léo Moraes - PODE/RO;11/06/2019
829;PL 3469/2020;Dra. Soraya Manato - PSL/ES;23/06/2020
830;PL 4024/2015;Marcelo Belinati - PP/PR;15/12/2015
831;PL 2456/2020;"Professora Rosa Neide - PT/MT; Airton Faleiro - PT/PA; Carlos Veras - PT/PE e outros";07/05/2020
832;PL 2978/2020;Alessandro Molon - PSB/RJ;28/05/2020
833;PL 3281/2020;Benes Leocádio - REPUBLIC/RN;15/06/2020
834;PL 2280/2020;Léo Moraes - PODE/RO;28/04/2020
835;PL 2699/2020;"Fernanda Melchionna - PSOL/RS; Marcelo Freixo - PSOL/RJ; David Miranda - PSOL/RJ e outros";15/05/2020
836;PL 797/2020;Léo Moraes - PODE/RO;20/03/2020
837;PL 2337/2020;Léo Moraes - PODE/RO;01/05/2020
838;PL 2281/2020;Léo Moraes - PODE/RO;28/04/2020
839;PL 3073/2020;"Léo Moraes - PODE/RO; José Nelto - PODE/GO; Patricia Ferraz - PODE/AP e outros";02/06/2020
880;PL 1833/2020;Luiz Carlos Motta - PL/SP;13/04/2020
881;PL 2829/2020;Dr. Jaziel - PL/CE;21/05/2020
882;PL 2579/2020;Pompeo de Mattos - PDT/RS;12/05/2020
883;PL 3502/2020;Orlando Silva - PCdoB/SP;25/06/2020
884;PL 1681/2020;Enéias Reis - PSL/MG;07/04/2020
885;PL 5877/2019;Poder Executivo;05/11/2019
886;PL 5798/2019;Paulo Ramos - PDT/RJ;31/10/2019
887;PL 607/2020;Rejane Dias - PT/PI;11/03/2020
888;PL 1542/2020;Senado Federal - Eduardo Braga - MDB/AM;05/06/2020
889;PL 3197/2020;"Fernanda Melchionna - PSOL/RS; David Miranda - PSOL/RJ; Edmilson Rodrigues - PSOL/PA e outros";09/06/2020
890;PL 2770/2020;"Fernanda Melchionna - PSOL/RS; Edmilson Rodrigues - PSOL/PA; Marcelo Freixo - PSOL/RJ e outros";20/05/2020
891;PL 1828/2020;Professor Joziel - PSL/RJ;13/04/2020
892;PL 2653/2020;Luizão Goulart - REPUBLIC/PR;14/05/2020
893;PL 2783/2020;Jesus Sérgio - PDT/AC;20/05/2020
894;PL 6161/2019;Poder Executivo;26/11/2019
895;PL 1927/2020;Alexandre Frota - PSDB/SP;15/04/2020
896;PL 2596/2020;"Luizianne Lins - PT/CE; Jorge Solla - PT/BA; Enio Verri - PT/PR e outros";13/05/2020
897;PL 2686/2020;Pompeo de Mattos - PDT/RS;14/05/2020
898;PL 2574/2020;JHC - PSB/AL;12/05/2020
899;PL 2559/2020;Paula Belmonte - CIDADANIA/DF;12/05/2020
900;PEC 52/2011;Paulo Teixeira - PT/SP;12/07/2011
901;PEC 97/2011;Zé Silva - PDT/MG;11/10/2011
902;PEC 93/2011;Reginaldo Lopes - PT/MG;10/10/2011
903;PEC 41/2011;Carlos Sampaio - PSDB/SP;15/06/2011
904;PEC 431/2014;Subtenente Gonzaga - PDT/MG;29/10/2014
905;PEC 270/2013;Augusto Coutinho - DEM/PE;04/06/2013
906;PEC 315/2013;Rosinha da Adefal - PTdoB/AL;24/09/2013
907;PEC 390/2014;André Figueiredo - PDT/CE;26/03/2014
908;PEC 329/2013;Francisco Praciano - PT/AM;17/10/2013
909;PEC 269/2013;"Carlos Sampaio - PSDB/SP; Marcio Bittar - PSDB/AC; Ruy Carneiro - PSDB/PB";29/05/2013
910;PEC 423/2014;Jorginho Mello - PR/SC;06/08/2014
911;PEC 245/2013;Angelo Vanhoni - PT/PR;07/03/2013
912;PEC 220/2012;Newton Lima - PT/SP;21/11/2012
913;PEC 182/2015;Walter Alves - PMDB/RN;16/12/2015
