;Proposições;Autor;Apresentaç
1945;PL 5973/2019;Pastor Eurico - PATRIOTA/PE;12/11/2019
1946;PL 6620/2016;Senado Federal - Antonio Carlos Valadares - PSB/SE;06/12/2016
1947;PL 6242/2016;Davi Alves Silva Júnior - PR/MA;05/10/2016
1948;PL 6072/2013;Rose de Freitas - PMDB/ES;08/08/2013
1949;PL 1312/2019;Schiavinato - PP/PR;12/03/2019
1950;PLP 153/2020;Dra. Soraya Manato - PSL/ES;04/06/2020
1951;PLP 150/2020;Guilherme Derrite - PP/SP;02/06/2020
1952;PL 1466/2015;Augusto Carvalho - SD/DF;07/05/2015
1953;PL 349/2019;Felipe Carreras - PSB/PE;04/02/2019
1954;PL 295/2020;Felipe Carreras - PSB/PE;12/02/2020
1955;PL 7601/2017;Fábio Sousa - PSDB/GO;10/05/2017
1956;PLP 173/2020;Pedro Lupion - DEM/PR;29/06/2020
1957;PL 3417/2012;Celso Maldaner - PMDB/SC;13/03/2012
1958;PLP 63/2020;Rejane Dias - PT/PI;30/03/2020
1959;PLP 130/2012;"Paulo Teixeira - PT/SP; Jilmar Tatto - PT/SP; Amauri Teixeira - PT/BA e outros";07/02/2012
1960;PLP 205/2019;Reginaldo Lopes - PT/MG;03/09/2019
1961;PLP 10/2015;"Jandira Feghali - PCdoB/RJ; Leonardo Picciani - PMDB/RJ; Eduardo da Fonte - PP/PE e outros";05/02/2015
1962;PL 2913/2020;Marcelo Brum - PSL/RS;26/05/2020
1963;PL 2904/2020;Alexandre Frota - PSDB/SP;26/05/2020
1964;PL 2930/2020;Célio Silveira - PSDB/GO;27/05/2020
1965;PL 2934/2020;Daniel Silveira - PSL/RJ;27/05/2020
1966;PL 2959/2020;Joaquim Passarinho - PSD/PA;28/05/2020
1967;PL 213/2019;Roberto de Lucena - PODE/SP;04/02/2019
1968;PL 5881/2019;Weliton Prado - PROS/MG;06/11/2019
1969;PL 2991/2020;Alexandre Frota - PSDB/SP;29/05/2020
1970;PL 2982/2020;"Elias Vaz - PSB/GO; Denis Bezerra - PSB/CE; Lídice da Mata - PSB/BA e outros";28/05/2020
1971;PL 2996/2020;"Osires Damaso - PSC/TO; Paulo Eduardo Martins - PSC/PR; Coronel Chrisóstomo - PSL/RO e outros";29/05/2020
1972;PL 3018/2020;Aluisio Mendes - PSC/MA;01/06/2020
1973;PL 2998/2020;Filipe Barros - PSL/PR;29/05/2020
1974;PL 2854/2020;"Maria do Rosário - PT/RS; Luizianne Lins - PT/CE; Rui Falcão - PT/SP e outros";25/05/2020
1975;PL 3305/2019;Lauriete - PL/ES;04/06/2019
1976;PL 4546/2019;David Soares - DEM/SP;15/08/2019
1977;PL 1270/2020;Weliton Prado - PROS/MG;30/03/2020
1978;PL 278/2015;Heuler Cruvinel - PSD/GO;10/02/2015
1979;PL 2724/2020;Dra. Soraya Manato - PSL/ES;18/05/2020
1980;PL 11114/2018;Jaime Martins - PROS/MG;04/12/2018
1981;PL 2338/2019;Beto Faro - PT/PA;16/04/2019
1982;PL 2387/2019;Pastor Sargento Isidório - AVANTE/BA;17/04/2019
1983;PL 4090/2019;Paulo Bengtson - PTB/PA;12/07/2019
1984;PL 3988/2015;Miro Teixeira - REDE/RJ;15/12/2015
1985;PL 4228/2015;Marcelo Belinati - PP/PR;22/12/2015
1986;PL 2676/2020;Roberto Alves - REPUBLIC/SP;14/05/2020
1987;PL 4206/2015;Marcelo Belinati - PP/PR;22/12/2015
1988;PL 10661/2018;Delegado Waldir - PSL/GO;07/08/2018
1989;PL 3565/2015;Cabo Sabino - PR/CE;10/11/2015
1990;PL 3693/2015;Marcelo Belinati - PP/PR;19/11/2015
1991;PL 6430/2019;Guilherme Derrite - PP/SP;12/12/2019
1992;PL 4218/2015;Marcelo Belinati - PP/PR;22/12/2015
1993;PL 6771/2016;Osmar Bertoldi - DEM/PR;20/12/2016
1994;PL 6157/2019;Pinheirinho - PP/MG;26/11/2019
1995;PL 2120/2020;Jéssica Sales - MDB/AC;23/04/2020
1996;PL 1779/2020;"Carlos Jordy - PSL/RJ; Filipe Barros - PSL/PR; Luis Miranda - DEM/DF";09/04/2020
1997;PL 663/2020;"Carla Zambelli - PSL/SP; Major Fabiana - PSL/RJ; Dr. Luiz Ovando - PSL/MS e outros";17/03/2020
1998;PL 10132/2018;André Amaral - PROS/PB;25/04/2018
1999;PL 3811/2019;Rejane Dias - PT/PI;02/07/2019
2000;PL 10261/2018;"Rodrigo Garcia - DEM/SP; Alberto Fraga - DEM/DF; Aníbal Gomes - DEM/CE e outros";16/05/2018
2001;PL 5412/2019;Filipe Barros - PSL/PR;08/10/2019
2002;PL 3450/2020;Edilázio Júnior - PSD/MA;22/06/2020
2003;PL 2321/2011;Leopoldo Meyer - PSB/PR;15/09/2011
2004;PL 2454/2020;Eros Biondini - PROS/MG;07/05/2020
2005;PL 723/2020;"Aliel Machado - PSB/PR;Alessandro Molon - PSB/RJ";18/03/2020
2006;PL 2551/2020;"Coronel Armando - PSL/SC; General Girão - PSL/RN; General Peternelli - PSL/SP e outros";11/05/2020
2007;PL 3633/2019;Pedro Paulo - DEM/RJ;18/06/2019
2008;PL 3067/2020;Vermelho - PSD/PR;02/06/2020
2009;PL 796/2011;Delegado Protógenes - PCdoB/SP;22/03/2011
2010;PL 4356/2016;Atila A. Nunes - PSL/RJ;04/02/2016
2011;PL 1814/2020;Patricia Ferraz - PODE/AP;13/04/2020
2012;PL 800/2015;Alberto Fraga - DEM/DF;18/03/2015
2013;PL 5540/2019;"Tadeu Alencar - PSB/PE; Alessandro Molon - PSB/RJ; Aliel Machado - PSB/PR e outros";16/10/2019
2014;PL 9386/2017;Alfredo Nascimento - PR/AM;19/12/2017
2015;PL 10441/2018;Heuler Cruvinel - PP/GO;19/06/2018
2016;PL 2711/2020;Natália Bonavides - PT/RN;15/05/2020
2017;PL 962/2015;Conceição Sampaio - PP/AM;27/03/2015
2018;PL 10695/2018;Padre João - PT/MG;08/08/2018
2019;PL 4078/2019;Juninho do Pneu - DEM/RJ;12/07/2019
2020;PL 6072/2019;"Tabata Amaral - PDT/SP; Felipe Rigoni - PSB/ES; João H. Campos - PSB/PE e outros";20/11/2019
2021;PL 1998/2020;"Adriana Ventura - NOVO/SP; Marcel van Hattem - NOVO/RS; Pedro Westphalen - PP/RS e outros";17/04/2020
2022;PL 2745/2020;Aureo Ribeiro - SOLIDARI/RJ;19/05/2020
2023;PL 1403/2020;Luiz Nishimori - PL/PR;01/04/2020
2024;PL 8581/2017;Vitor Valim - PMDB/CE;13/09/2017
2025;PL 647/2020;"Vinicius Poit - NOVO/SP; JHC - PSB/AL; Paulo Ganime - NOVO/RJ e outros";17/03/2020
2026;PL 1904/2020;Rejane Dias - PT/PI;15/04/2020
2027;PL 1744/2015;Darcísio Perondi - PMDB/RS;28/05/2015
2028;PL 1810/2015;Veneziano Vital do Rêgo - PMDB/PB;09/06/2015
2029;PL 9621/2018;Capitão Augusto - PR/SP;22/02/2018
2030;PL 11074/2018;Carlos Henrique Gaguim - DEM/TO;28/11/2018
2031;PL 1527/2020;Fred Costa - PATRIOTA/MG;03/04/2020
2032;PL 4560/2019;Paula Belmonte - CIDADANIA/DF;20/08/2019
2033;PL 4580/2019;Heitor Freire - PSL/CE;20/08/2019
2034;PL 2416/2019;Celina Leão - PP/DF;17/04/2019
2035;PL 192/2019;Roberto de Lucena - PODE/SP;04/02/2019
2036;PL 2776/2020;Flávia Arruda - PL/DF;20/05/2020
2037;PL 2778/2020;Cássio Andrade - PSB/PA;20/05/2020
2038;PL 1986/2020;Eduardo Bismarck - PDT/CE;16/04/2020
2039;PL 1826/2020;"Reginaldo Lopes - PT/MG;Fernanda Melchionna - PSOL/RS";13/04/2020
2040;PL 9699/2018;Cristiane Brasil - PTB/RJ;06/03/2018
2041;PL 2560/2020;"Paula Belmonte - CIDADANIA/DF; Dra. Soraya Manato - PSL/ES; Talíria Petrone - PSOL/RJ e outros";12/05/2020
2042;PL 2442/2020;"Jandira Feghali - PCdoB/RJ; Rodrigo Coelho - PSB/SC; Alexandre Padilha - PT/SP e outros";06/05/2020
2043;PLP 76/2020;Luis Miranda - DEM/DF;03/04/2020
2044;PL 938/2020;Lucas Gonzalez - NOVO/MG;24/03/2020
2045;PL 648/2020;JHC - PSB/AL;17/03/2020
2046;PL 556/2020;Loester Trutis - PSL/MS;05/03/2020
2047;PL 4812/2016;Ronaldo Carletto - PP/BA;23/03/2016
2048;PL 9551/2018;Marco Antônio Cabral - PMDB/RJ;07/02/2018
2049;PL 1373/2020;Professora Marcivania - PCdoB/AP;01/04/2020
2050;PL 4342/2019;Luiz Lima - PSL/RJ;07/08/2019
2051;PL 5577/2013;Rogério Carvalho - PT/SE;14/05/2013
2052;PL 1963/2011;Jorge Corte Real - PTB/PE;09/08/2011
2053;PL 1266/2020;Roberto Pessoa - PSDB/CE;30/03/2020
2054;PL 4616/2012;Walter Feldman - PSDB/SP;31/10/2012
2055;PL 1129/2015;Roney Nemer - PMDB/DF;14/04/2015
2056;PL 4863/2019;Pinheirinho - PP/MG;04/09/2019
2057;PL 4378/2019;Cabo Junio Amaral - PSL/MG;08/08/2019
2058;PL 2407/2020;Carlos Bezerra - MDB/MT;05/05/2020
2059;PL 11008/2018;Mariana Carvalho - PSDB/RO;21/11/2018
2060;PL 3103/2020;Weliton Prado - PROS/MG;03/06/2020
2061;PL 3072/2020;Hélio Leite - DEM/PA;02/06/2020
2062;PL 3429/2020;Coronel Tadeu - PSL/SP;19/06/2020
2063;PL 3556/2020;Lucas Gonzalez - NOVO/MG;30/06/2020
2064;PL 3439/2020;Rejane Dias - PT/PI;22/06/2020
2065;PL 1822/2015;Valdir Colatto - PMDB/SC;09/06/2015
2066;PL 2653/2019;David Miranda - PSOL/RJ;07/05/2019
2067;PL 2690/2020;"Erika Kokay - PT/DF; Professora Rosa Neide - PT/MT; Patrus Ananias - PT/MG e outros";14/05/2020
2068;PL 2819/2020;"Talíria Petrone - PSOL/RJ;Benedita da Silva - PT/RJ";21/05/2020
2069;PL 2841/2020;Nereu Crispim - PSL/RS;22/05/2020
2070;PL 2858/2020;Paulo Ramos - PDT/RJ;25/05/2020
2071;PL 2863/2020;Laercio Oliveira - PP/SE;25/05/2020
2072;PL 2700/2020;Celina Leão - PP/DF;15/05/2020
2073;PL 2703/2020;Filipe Barros - PSL/PR;15/05/2020
2074;PL 2712/2020;Natália Bonavides - PT/RN;15/05/2020
2075;PL 2749/2020;Luiz Nishimori - PL/PR;19/05/2020
2076;PL 2753/2020;"Erika Kokay - PT/DF; Patrus Ananias - PT/MG; Benedita da Silva - PT/RJ e outros";19/05/2020
2077;PL 6802/2013;Onofre Santo Agostini - PSD/SC;21/11/2013
2078;PL 741/2020;Helder Salomão - PT/ES;18/03/2020
2079;PL 1024/2015;Cabo Sabino - PR/CE;31/03/2015
2080;PL 6528/2019;Lucas Redecker - PSDB/RS;17/12/2019
2081;PL 1462/2020;"Alexandre Padilha - PT/SP; Carmen Zanotto - CIDADANIA/SC; Jandira Feghali - PCdoB/RJ e outros";02/04/2020
2082;PL 4128/2019;Marcelo Calero - CIDADANIA/RJ;16/07/2019
2083;PL 11051/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
2084;PL 1320/2020;"Alexandre Padilha - PT/SP; Jorge Solla - PT/BA; Carmen Zanotto - CIDADANIA/SC e outros";31/03/2020
2085;PL 1252/2020;Aline Gurgel - REPUBLIC/AP;30/03/2020
2086;PL 1832/2015;Goulart - PSD/SP;09/06/2015
2087;PL 2777/2019;Talíria Petrone - PSOL/RJ;09/05/2019
2088;PL 705/2019;Célio Studart - PV/CE;13/02/2019
2089;PL 4886/2019;Bibo Nunes - PSL/RS;04/09/2019
2090;PL 3543/2019;Edna Henrique - PSDB/PB;13/06/2019
2091;PL 5215/2019;"Ricardo Izar - PP/SP;Célio Studart - PV/CE";24/09/2019
2092;PL 5065/2016;Delegado Edson Moreira - PR/MG;26/04/2016
2093;PL 921/2019;Celso Sabino - PSDB/PA;19/02/2019
2094;PL 9931/2018;Erika Kokay - PT/DF;03/04/2018
2095;PL 1955/2020;Dr. Frederico - PATRIOTA/MG;16/04/2020
2096;PL 2803/2019;Dr. Luiz Antonio Teixeira Jr. - PP/RJ;09/05/2019
2097;PL 1676/2020;Professor Israel Batista - PV/DF;07/04/2020
2098;PL 6934/2017;Marcelo Álvaro Antônio - PR/MG;15/02/2017
2099;PL 1889/2020;"Mauro Nazif - PSB/RO; Rosana Valle - PSB/SP; Danilo Cabral - PSB/PE e outros";14/04/2020
2100;PL 2598/2020;Eduardo Braide - PODE/MA;13/05/2020
2101;PL 1863/2020;André Figueiredo - PDT/CE;14/04/2020
2102;PL 1956/2020;Camilo Capiberibe - PSB/AP;16/04/2020
2103;PL 1846/2020;"Major Fabiana - PSL/RJ;Daniel Silveira - PSL/RJ";14/04/2020
2104;PL 1943/2020;"Benedita da Silva - PT/RJ; José Ricardo - PT/AM; Professora Rosa Neide - PT/MT e outros";16/04/2020
2105;PL 2616/2020;Zé Neto - PT/BA;13/05/2020
2106;PL 3175/2019;Carlos Henrique Gaguim - DEM/TO;28/05/2019
2107;PL 2255/2020;Capitão Alberto Neto - REPUBLIC/AM;28/04/2020
2108;PL 1428/2020;Fábio Mitidieri - PSD/SE;01/04/2020
2109;PL 3295/2015;Fabricio Oliveira - PSB/SC;14/10/2015
2110;PL 1264/2020;Paulo Ramos - PDT/RJ;30/03/2020
2111;PL 6333/2019;Dr. Leonardo - SOLIDARI/MT;09/12/2019
2112;PL 3433/2020;"Zé Neto - PT/BA; José Guimarães - PT/CE; Pedro Uczai - PT/SC e outros";19/06/2020
2113;PL 1921/2015;Alan Rick - PRB/AC;16/06/2015
2114;PL 6374/2019;Eduardo da Fonte - PP/PE;10/12/2019
2115;PL 10266/2018;Odorico Monteiro - PSB/CE;16/05/2018
2116;PL 2061/2020;Nereu Crispim - PSL/RS;22/04/2020
2117;PL 2240/2019;"Luciano Bivar - PSL/PE;Dra. Soraya Manato - PSL/ES";11/04/2019
2118;PL 2397/2019;Boca Aberta - PROS/PR;17/04/2019
2119;PL 2581/2020;Eduardo Bismarck - PDT/CE;12/05/2020
2120;PL 10988/2018;Carlos Henrique Gaguim - DEM/TO;20/11/2018
2121;PL 2320/2015;Miguel Haddad - PSDB/SP;09/07/2015
2122;PL 4213/2015;Marcelo Belinati - PP/PR;22/12/2015
2123;PL 2361/2020;"Danilo Cabral - PSB/PE; Mauro Nazif - PSB/RO; Denis Bezerra - PSB/CE e outros";04/05/2020
2124;PL 1116/2015;Nilson Leitão - PSDB/MT;14/04/2015
2125;PL 3059/2019;Natália Bonavides - PT/RN;22/05/2019
2126;PL 9713/2018;Odorico Monteiro - PSB/CE;07/03/2018
2127;PL 4716/2019;David Soares - DEM/SP;27/08/2019
2128;PL 8483/2017;Victor Mendes - PSD/MA;05/09/2017
2129;PL 1094/2020;Alê Silva - PSL/MG;26/03/2020
2130;PL 6138/2019;Paula Belmonte - CIDADANIA/DF;26/11/2019
2131;PL 2249/2019;Dr. Luiz Ovando - PSL/MS;11/04/2019
2132;PL 2002/2015;Luciano Ducci - PSB/PR;18/06/2015
2133;PL 857/2020;"Kim Kataguiri - DEM/SP;Paula Belmonte - CIDADANIA/DF";23/03/2020
2134;PL 3270/2019;Daniel Coelho - CIDADANIA/PE;04/06/2019
2135;PL 3934/2012;Renan Filho - PMDB/AL;23/05/2012
2136;PL 646/2015;Mário Negromonte Jr. - PP/BA;10/03/2015
2137;PL 7610/2014;Alfredo Sirkis - PSB/RJ;27/05/2014
2138;PL 5329/2013;Bruna Furlan - PSDB/SP;04/04/2013
2139;PL 6939/2013;Eleuses Paiva - PSD/SP;11/12/2013
2140;PL 6168/2019;Sanderson - PSL/RS;26/11/2019
2141;PL 480/2019;Capitão Wagner - PROS/CE;05/02/2019
2142;PL 4435/2016;Átila A. Nunes - PMDB/RJ;18/02/2016
2143;PL 985/2019;Kim Kataguiri - DEM/SP;20/02/2019
2144;PL 3419/2020;Orlando Silva - PCdoB/SP;18/06/2020
2145;PL 2077/2019;"Jorge Solla - PT/BA;Alexandre Padilha - PT/SP";04/04/2019
2146;PL 2254/2020;Eduardo da Fonte - PP/PE;28/04/2020
2147;PL 2383/2020;Wladimir Garotinho - PSD/RJ;04/05/2020
2148;PL 2397/2020;Fred Costa - PATRIOTA/MG;05/05/2020
2149;PL 2543/2020;José Medeiros - PODE/MT;11/05/2020
2150;PL 2567/2020;"Maria do Rosário - PT/RS; Arlindo Chinaglia - PT/SP; Jorge Solla - PT/BA e outros";12/05/2020
2151;PL 2635/2020;Gervásio Maia - PSB/PB;14/05/2020
2152;PL 2643/2020;Aline Sleutjes - PSL/PR;14/05/2020
2153;PL 2661/2020;Alê Silva - PSL/MG;14/05/2020
2154;PL 2669/2020;Paulo Ramos - PDT/RJ;14/05/2020
2155;PL 2670/2020;Paulo Ramos - PDT/RJ;14/05/2020
2156;PL 2839/2019;Ricardo Izar - PP/SP;14/05/2019
2157;PL 2901/2020;Silas Câmara - REPUBLIC/AM;26/05/2020
2158;PL 2149/2020;Paulo Eduardo Martins - PSC/PR;23/04/2020
2159;PL 2152/2020;Daniel Silveira - PSL/RJ;23/04/2020
2160;PL 892/2020;José Guimarães - PT/CE;24/03/2020
2161;PL 1669/2020;Luis Tibé - AVANTE/MG;07/04/2020
2162;PL 1972/2020;João Daniel - PT/SE;16/04/2020
2163;PL 2042/2020;Dr. Leonardo - SOLIDARI/MT;20/04/2020
2164;PL 2143/2020;Paulo Teixeira - PT/SP;23/04/2020
2165;PL 948/2020;JHC - PSB/AL;24/03/2020
2166;PL 849/2020;Kim Kataguiri - DEM/SP;23/03/2020
2167;PL 2292/2020;Ted Conti - PSB/ES;29/04/2020
2168;PL 2529/2020;"Carmen Zanotto - CIDADANIA/SC; Professora Dorinha Seabra Rezende - DEM/TO; Dra. Soraya Manato - PSL/ES e outros";11/05/2020
2169;PL 1237/2020;Alexandre Frota - PSDB/SP;30/03/2020
2170;PL 1354/2020;Chiquinho Brazão - AVANTE/RJ;31/03/2020
2171;PL 1621/2020;Dagoberto Nogueira - PDT/MS;06/04/2020
2172;PL 1901/2020;Ricardo Silva - PSB/SP;15/04/2020
2173;PL 999/2020;Eduardo Bismarck - PDT/CE;25/03/2020
2174;PL 3416/2020;Ruy Carneiro - PSDB/PB;18/06/2020
2175;PL 2107/2020;Maria do Rosário - PT/RS;22/04/2020
2176;PL 1391/2020;Marcelo Ramos - PL/AM;01/04/2020
2177;PL 1161/2020;"Efraim Filho - DEM/PB; Arthur Lira - PP/AL; Fred Costa - PATRIOTA/MG e outros";28/03/2020
2178;PL 1033/2020;Nicoletti - PSL/RR;25/03/2020
2179;PL 1694/2020;"Talíria Petrone - PSOL/RJ; David Miranda - PSOL/RJ; Fernanda Melchionna - PSOL/RS e outros";07/04/2020
2180;PL 705/2020;Célio Studart - PV/CE;18/03/2020
2181;PL 988/2020;Alexandre Frota - PSDB/SP;25/03/2020
2182;PL 7833/2017;Célio Silveira - PSDB/GO;07/06/2017
2183;PL 693/2020;Alexandre Padilha - PT/SP;18/03/2020
2184;PL 1258/2020;Luis Miranda - DEM/DF;30/03/2020
2185;PL 1941/2020;Wilson Santiago - PTB/PB;15/04/2020
2186;PL 1210/2019;"Ricardo Izar - PP/SP;Weliton Prado - PROS/MG";27/02/2019
2187;PL 7374/2014;Gonzaga Patriota - PSB/PE;07/04/2014
2188;PLP 140/2012;Eduardo da Fonte - PP/PE;29/02/2012
2189;PEC 49/2015;Joaquim Passarinho - PSD/PA;21/05/2015
2190;PEC 128/2019;Luis Miranda - DEM/DF;16/08/2019
2191;PEC 7/2020;Luiz Philippe de Orleans e Bragança - PSL/SP;04/03/2020
2192;PLP 55/2020;Diego Andrade - PSD/MG;26/03/2020
2193;PL 1316/2020;"Alexandre Padilha - PT/SP; Jorge Solla - PT/BA; Alencar Santana Braga - PT/SP e outros";31/03/2020
2194;PLP 70/2020;Eduardo Costa - PTB/PA;31/03/2020
2195;PL 1437/2020;Bosco Costa - PL/SE;01/04/2020
2196;PL 1450/2020;Fábio Trad - PSD/MS;01/04/2020
2197;PL 1526/2020;Valdevan Noventa - PSC/SE;03/04/2020
2198;PL 1575/2020;Roberto Pessoa - PSDB/CE;06/04/2020
2199;PL 612/2020;Alan Rick - DEM/AC;11/03/2020
2200;PL 858/2020;Kim Kataguiri - DEM/SP;23/03/2020
2201;PL 909/2020;Rubens Otoni - PT/GO;20/03/2020
2202;PL 941/2020;Afonso Hamm - PP/RS;24/03/2020
2203;PL 1004/2020;Rejane Dias - PT/PI;25/03/2020
2204;PL 1068/2020;"Felipe Carreras - PSB/PE;Cássio Andrade - PSB/PA";25/03/2020
2205;PL 1071/2020;José Guimarães - PT/CE;26/03/2020
2206;PL 1080/2020;Carlos Chiodini - MDB/SC;26/03/2020
2207;PL 1083/2020;Túlio Gadêlha - PDT/PE;26/03/2020
2208;PL 1157/2020;"Danilo Cabral - PSB/PE; Liziane Bayer - PSB/RS; Luciano Ducci - PSB/PR e outros";27/03/2020
2209;PL 1226/2020;Alexandre Frota - PSDB/SP;30/03/2020
2210;PL 1216/2020;"Patricia Ferraz - PODE/AP; Carmen Zanotto - CIDADANIA/SC; Alexandre Padilha - PT/SP e outros";30/03/2020
2211;PL 1231/2020;Alexandre Frota - PSDB/SP;30/03/2020
2212;PL 1234/2020;Alexandre Frota - PSDB/SP;30/03/2020
2213;PL 1295/2020;Leandre - PV/PR;31/03/2020
2214;PL 1324/2020;José Nelto - PODE/GO;31/03/2020
2215;PL 1332/2020;Lincoln Portela - PL/MG;31/03/2020
2216;PL 1334/2020;Policial Katia Sastre - PL/SP;31/03/2020
2217;PL 1180/2020;Heitor Freire - PSL/CE;30/03/2020
2218;PL 916/2020;Coronel Armando - PSL/SC;24/03/2020
2219;PL 2050/2020;"Daniel Silveira - PSL/RJ;Major Fabiana - PSL/RJ";20/04/2020
2220;PL 6474/2013;Dr. Ubiali - PSB/SP;01/10/2013
2221;PL 1790/2015;Alberto Fraga - DEM/DF;02/06/2015
2222;PLP 109/2020;Roberto Pessoa - PSDB/CE;23/04/2020
2223;PLP 94/2020;"Paulo Bengtson - PTB/PA; Nivaldo Albuquerque - PTB/AL; Santini - PTB/RS e outros";14/04/2020
2224;PL 10281/2018;Danilo Cabral - PSB/PE;22/05/2018
2225;PL 6251/2019;Marx Beltrão - PSD/AL;03/12/2019
2226;PL 2521/2020;"Professora Marcivania - PCdoB/AP; Jorge Solla - PT/BA; Professora Rosa Neide - PT/MT e outros";11/05/2020
2227;PL 8848/2017;Mário Heringer - PDT/MG;17/10/2017
2228;PL 1129/2011;Chico Alencar - PSOL/RJ;19/04/2011
2229;PL 206/2020;Domingos Sávio - PSDB/MG;06/02/2020
2230;PL 1477/2020;Marx Beltrão - PSD/AL;02/04/2020
2231;PL 3117/2020;Jéssica Sales - MDB/AC;03/06/2020
2232;PL 1249/2020;Aline Gurgel - REPUBLIC/AP;30/03/2020
2233;PL 1023/2020;"Alencar Santana Braga - PT/SP; Professora Rosa Neide - PT/MT; Patrus Ananias - PT/MG e outros";25/03/2020
2234;PL 1747/2020;Francisco Jr. - PSD/GO;09/04/2020
2235;PL 1639/2020;"Danilo Cabral - PSB/PE; Denis Bezerra - PSB/CE; Mauro Nazif - PSB/RO e outros";07/04/2020
2236;PL 2202/2020;Jaqueline Cassol - PP/RO;27/04/2020
2237;PL 2137/2020;Weliton Prado - PROS/MG;23/04/2020
2238;PL 2250/2020;Cleber Verde - REPUBLIC/MA;28/04/2020
2239;PL 7848/2017;Aureo - SD/RJ;13/06/2017
2240;PL 6022/2013;Poder Executivo;06/08/2013
2241;PL 6469/2016;Alexandre Leite - DEM/SP;10/11/2016
2242;PL 9553/2018;Sergio Vidigal - PDT/ES;07/02/2018
2243;PL 518/2020;Diego Garcia - PODE/PR;04/03/2020
2244;PL 2734/2011;João Dado - PDT/SP;17/11/2011
2245;PL 3223/2015;Lucas Vergilio - SD/GO;06/10/2015
2246;PL 1948/2015;Vinicius Carvalho - PRB/SP;16/06/2015
2247;PL 1564/2015;Maria do Rosário - PT/RS;14/05/2015
2248;PL 1924/2020;Dr. Leonardo - SOLIDARI/MT;15/04/2020
2249;PL 2066/2011;Geraldo Resende - PMDB/MS;18/08/2011
2250;PL 4477/2016;Weverton Rocha - PDT/MA;18/02/2016
2251;PL 2552/2015;Lucio Vieira Lima - PMDB/BA;06/08/2015
2252;PL 5793/2019;Rejane Dias - PT/PI;30/10/2019
2253;PL 1705/2019;Erika Kokay - PT/DF;26/03/2019
2254;PL 3100/2019;Danrlei de Deus Hinterholz - PSD/RS;22/05/2019
2255;PL 3037/2019;Rafael Motta - PSB/RN;21/05/2019
2256;PL 8942/2017;Aureo - SD/RJ;25/10/2017
2257;PL 1815/2020;Patricia Ferraz - PODE/AP;13/04/2020
2258;PL 5858/2019;Léo Motta - PSL/MG;05/11/2019
2259;PL 665/2011;Hugo Leal - PSC/RJ;03/03/2011
2260;PL 3317/2015;Ricardo Izar - PSD/SP;15/10/2015
2261;PL 2547/2020;Pedro Augusto Bezerra - PTB/CE;11/05/2020
2262;PL 1693/2020;Geninho Zuliani - DEM/SP;07/04/2020
2263;PL 1711/2020;Chris Tonietto - PSL/RJ;08/04/2020
2264;PL 1817/2020;Patricia Ferraz - PODE/AP;13/04/2020
2265;PLP 114/2020;Wolney Queiroz - PDT/PE;27/04/2020
2266;PL 702/2020;"Alexandre Padilha - PT/SP; Carmen Zanotto - CIDADANIA/SC; Dr. Zacharias Calil - DEM/GO e outros";18/03/2020
2267;PL 1984/2020;Delegado Pablo - PSL/AM;16/04/2020
2268;PL 5335/2016;Lucio Mosquini - PMDB/RO;18/05/2016
2269;PL 4727/2019;Célio Studart - PV/CE;27/08/2019
2270;PLP 379/2017;Tadeu Alencar - PSB/PE;31/05/2017
2271;PL 2620/2015;Rômulo Gouveia - PSD/PB;12/08/2015
2272;PL 11226/2018;Carlos Henrique Gaguim - DEM/TO;19/12/2018
2273;PL 351/2019;Alexandre Padilha - PT/SP;04/02/2019
2274;PLP 456/2017;Senado Federal - Omar Aziz - PSD/AM;06/12/2017
2275;PLP 247/2016;Clarissa Garotinho - PR/RJ;10/03/2016
2276;PL 779/2020;Marcelo Calero - CIDADANIA/RJ;19/03/2020
2277;PL 2349/2020;Rejane Dias - PT/PI;04/05/2020
2278;PL 915/2015;"Ronaldo Fonseca - PROS/DF; Izalci - PSDB/DF; Anderson Ferreira - PR/PE e outros";25/03/2015
2279;PL 3408/2020;Capitão Alberto Neto - REPUBLIC/AM;18/06/2020
2280;PL 1459/2020;Lucas Vergilio - SOLIDARI/GO;02/04/2020
2281;PL 1534/2020;Félix Mendonça Júnior - PDT/BA;03/04/2020
2282;PL 3200/2015;Covatti Filho - PP/RS;06/10/2015
2283;PL 1774/2019;Glaustin Fokus - PSC/GO;26/03/2019
2284;PL 795/2020;"Professor Israel Batista - PV/DF; Helder Salomão - PT/ES; Renildo Calheiros - PCdoB/PE";20/03/2020
2285;PL 2048/2020;"Ricardo Izar - PP/SP; Margarete Coelho - PP/PI; Soraya Santos - PL/RJ";20/04/2020
2286;PL 903/2015;Alfredo Nascimento - PR/AM;25/03/2015
2287;PL 118/2015;Juscelino Rezende Filho - PRP/MA;03/02/2015
2288;PL 3845/2012;Eleuses Paiva - PSD/SP;10/05/2012
2289;PL 5923/2013;"Dr. Jorge Silva - PDT/ES;Sergio Vidigal - PDT/ES";10/07/2013
2290;PL 5846/2019;Boca Aberta - PROS/PR;05/11/2019
2291;PL 737/2020;Gil Cutrim - PDT/MA;18/03/2020
2292;PL 6089/2019;Jerônimo Goergen - PP/RS;20/11/2019
