;Proposições;Autor;Apresentaç
814;PL 9512/2018;"Moses Rodrigues - PMDB/CE;Amaro Neto - PRB/ES";07/02/2018
815;PL 2453/2015;CPI - MÁFIA DAS ÓRTESES E PRÓTESES NO BRASIL;17/07/2015
816;PL 4910/2012;Antonio Brito - PTB/BA;19/12/2012
817;PL 1812/2019;Schiavinato - PP/PR;27/03/2019
818;PL 2709/2015;Aureo - SD/RJ;19/08/2015
819;PL 1907/2011;Andre Moura - PSC/SE;03/08/2011
820;PL 10522/2018;Gorete Pereira - PR/CE;04/07/2018
821;PL 9054/2017;Senado Federal - Renan Calheiros - PMDB/AL;08/11/2017
822;PL 3169/2015;Mariana Carvalho - PSDB/RO;30/09/2015
823;PL 7870/2017;Célio Silveira - PSDB/GO;13/06/2017
824;PL 6313/2016;Ana Perugini - PT/SP;18/10/2016
825;PL 1172/2015;Danrlei de Deus Hinterholz - PSD/RS;16/04/2015
826;PL 1907/2015;"Lúcio Vale - PR/PA; Félix Mendonça Júnior - PDT/BA; Capitão Augusto - PR/SP e outros";12/06/2015
827;PL 3092/2012;Dimas Fabiano - PP/MG;02/02/2012
828;PL 11158/2018;Diego Garcia - PODE/PR;11/12/2018
829;PL 10959/2018;Patrus Ananias - PT/MG;07/11/2018
830;PL 5298/2016;Daniel Vilela - PMDB/GO;17/05/2016
831;PL 10234/2018;Victor Mendes - PMDB/MA;15/05/2018
832;PLP 124/2012;Eleuses Paiva - PSD/SP;02/02/2012
833;PL 3257/2015;Aureo - SD/RJ;08/10/2015
834;PL 6501/2016;Célio Silveira - PSDB/GO;17/11/2016
835;PL 8160/2014;Luiz Carlos Busato - PTB/RS;02/12/2014
836;PL 7505/2017;Fábio Sousa - PSDB/GO;26/04/2017
837;PL 7490/2017;Fábio Sousa - PSDB/GO;26/04/2017
838;PL 10167/2018;CESP - INOVAÇÃO TECNOLÓGICA DA SAÚDE;04/05/2018
839;PL 957/2015;Mariana Carvalho - PSDB/RO;27/03/2015
840;PL 1698/2015;Carlos Manato - SD/ES;27/05/2015
841;PL 559/2015;Jorge Solla - PT/BA;04/03/2015
842;PL 588/2015;Manoel Junior - PMDB/PB;05/03/2015
843;PL 10652/2018;Evandro Roman - PSD/PR;07/08/2018
844;PL 9126/2017;Delegado Waldir - PR/GO;22/11/2017
845;PL 7952/2014;Valadares Filho - PSB/SE;03/09/2014
846;PL 1056/2015;Goulart - PSD/SP;08/04/2015
847;PL 4313/2012;Professor Victório Galli - PMDB/MT;15/08/2012
848;PL 4028/2015;Marcelo Belinati - PP/PR;15/12/2015
849;PL 703/2015;Ronaldo Benedet - PMDB/SC;12/03/2015
850;PL 10068/2018;Hiran Gonçalves - PP/RR;18/04/2018
851;PL 5544/2016;Arnaldo Faria de Sá - PTB/SP;14/06/2016
852;PL 328/2011;Hugo Leal - PSC/RJ;09/02/2011
853;PL 2884/2011;Dimas Fabiano - PP/MG;07/12/2011
854;PL 362/2015;Jorge Solla - PT/BA;11/02/2015
855;PL 8873/2017;Franklin - PP/MG;18/10/2017
856;PL 2482/2011;Newton Cardoso - PMDB/MG;05/10/2011
857;PL 97/2019;Rodrigo Agostinho - PSB/SP;04/02/2019
858;PL 352/2019;Alexandre Padilha - PT/SP;04/02/2019
859;PL 761/2015;Carlos Henrique Gaguim - PMDB/TO;17/03/2015
860;PL 7018/2013;Onofre Santo Agostini - PSD/SC;19/12/2013
861;PL 10568/2018;Mendonça Filho - DEM/PE;11/07/2018
862;PL 264/2015;Rubens Bueno - PPS/PR;09/02/2015
863;PL 11254/2018;Carlos Henrique Gaguim - DEM/TO;20/12/2018
864;PL 3569/2015;Luciano Ducci - PSB/PR;10/11/2015
865;PL 4996/2016;Senado Federal - Ana Amélia - PP/RS;12/04/2016
866;PL 11221/2018;Carlos Henrique Gaguim - DEM/TO;19/12/2018
867;PL 817/2015;Pedro Uczai - PT/SC;18/03/2015
868;PL 1193/2015;Jaime Martins - PSD/MG;16/04/2015
869;PL 848/2015;Beto Mansur - PRB/SP;19/03/2015
870;PL 428/2015;Alice Portugal - PCdoB/BA;24/02/2015
871;PL 2474/2011;Luiz Argôlo - PP/BA;05/10/2011
872;PL 2617/2011;Guilherme Mussi - PSD/SP;27/10/2011
873;PL 7585/2014;Senado Federal - Humberto Costa - PT/PE;21/05/2014
874;PL 6849/2013;"Dr. Jorge Silva - PROS/ES;Norma Ayub - DEM/ES";28/11/2013
875;PL 5922/2013;"Dr. Jorge Silva - PDT/ES;Sergio Vidigal - PDT/ES";10/07/2013
876;PL 6023/2016;Rogério Peninha Mendonça - PMDB/SC;23/08/2016
877;PL 3501/2015;Poder Executivo;03/11/2015
878;PL 3483/2015;"Laura Carneiro - PMDB/RJ;Eduardo Barbosa - PSDB/MG";29/10/2015
879;PL 3733/2015;Pedro Cunha Lima - PSDB/PB;24/11/2015
880;PL 4406/2016;Célio Silveira - PSDB/GO;17/02/2016
881;PLP 180/2015;Tereza Cristina - PSB/MS;20/10/2015
882;PL 4957/2016;Flávia Morais - PDT/GO;07/04/2016
883;PL 2576/2011;Flávia Morais - PDT/GO;25/10/2011
884;PL 8574/2017;Marco Maia - PT/RS;13/09/2017
885;PL 6975/2013;Enio Bacci - PDT/RS;17/12/2013
886;PL 4627/2012;Andreia Zito - PSDB/RJ;31/10/2012
887;PL 2026/2015;Rodrigo de Castro - PSDB/MG;18/06/2015
888;PLP 535/2018;Geraldo Resende - PSDB/MS;14/08/2018
889;PL 8277/2017;Cajar Nardes - PR/RS;15/08/2017
890;PL 2075/2011;Jânio Natal - PRP/BA;23/08/2011
891;PL 2454/2015;CPI - MÁFIA DAS ÓRTESES E PRÓTESES NO BRASIL;17/07/2015
892;PL 6615/2016;Goulart - PSD/SP;06/12/2016
893;PL 6376/2016;Vinicius Carvalho - PRB/SP;24/10/2016
894;PL 657/2015;Jorge Solla - PT/BA;10/03/2015
895;PL 361/2015;Jorge Solla - PT/BA;11/02/2015
896;PL 882/2015;Jean Wyllys - PSOL/RJ;24/03/2015
897;PL 891/2015;Flavinho - PSB/SP;24/03/2015
898;PL 9586/2018;Victor Mendes - PSD/MA;20/02/2018
899;PL 6804/2013;Reguffe - PDT/DF;21/11/2013
900;PL 5316/2013;Major Fábio - DEM/PB;04/04/2013
901;PL 9737/2018;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";07/03/2018
902;PL 10259/2018;Damião Feliciano - PDT/PB;16/05/2018
903;PL 5884/2016;João Derly - REDE/RS;02/08/2016
904;PL 5274/2013;Davi Alves Silva Júnior - PR/MA;02/04/2013
905;PL 3094/2015;Pompeo de Mattos - PDT/RS;23/09/2015
906;PLP 59/2011;Pastor Marco Feliciano - PSC/SP;25/05/2011
907;PL 2485/2011;Rosinha da Adefal - PTdoB/AL;05/10/2011
908;PL 3513/2012;William Dib - PSDB/SP;22/03/2012
909;PL 3165/2015;Onyx Lorenzoni - DEM/RS;30/09/2015
910;PL 2269/2015;Luciano Ducci - PSB/PR;08/07/2015
911;PL 636/2015;Fausto Pinato - PRB/SP;10/03/2015
912;PL 7219/2014;Rogério Carvalho - PT/SE;11/03/2014
913;PL 8314/2017;Alessandro Molon - REDE/RJ;16/08/2017
914;PL 9358/2017;Alex Canziani - PTB/PR;14/12/2017
915;PL 10313/2018;LEGISLAÇÃO PARTICIPATIVA;25/05/2018
916;PL 2928/2011;POLÍTICAS PÚBLICAS DE COMBATE ÀS DROGAS;13/12/2011
917;PL 7504/2017;Iracema Portella - PP/PI;26/04/2017
918;PL 6842/2013;Major Fábio - PROS/PB;28/11/2013
919;PL 6822/2013;Rogério Carvalho - PT/SE;26/11/2013
920;PL 6773/2016;Osmar Bertoldi - DEM/PR;20/12/2016
921;PL 5639/2016;Antonio Brito - PSD/BA;21/06/2016
922;PL 7491/2014;Nilson Leitão - PSDB/MT;06/05/2014
923;PL 6605/2016;Fausto Pinato - PP/SP;01/12/2016
924;PL 3061/2015;Luiz Lauro Filho - PSB/SP;22/09/2015
925;PL 10992/2018;Carlos Henrique Gaguim - DEM/TO;20/11/2018
926;PL 1317/2011;Raimundo Gomes de Matos - PSDB/CE;11/05/2011
927;PL 6872/2013;Ricardo Izar - PSD/SP;03/12/2013
928;PL 983/2011;José Humberto - PHS/MG;12/04/2011
929;PL 6216/2013;Jose Stédile - PSB/RS;28/08/2013
930;PL 6232/2016;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";04/10/2016
931;PL 5077/2016;Alan Rick - PRB/AC;26/04/2016
932;PL 6748/2016;Nilto Tatto - PT/SP;15/12/2016
933;PL 3987/2015;Fernando Torres - PSD/BA;15/12/2015
934;PL 4104/2015;Marcelo Belinati - PP/PR;16/12/2015
935;PL 6764/2016;Roberto de Lucena - PV/SP;20/12/2016
936;PL 9006/2017;Senado Federal - Paulo Paim - PT/RS;01/11/2017
937;PL 5760/2013;Senado Federal - Vanessa Grazziotin - PCdoB/AM;12/06/2013
938;PL 4385/2012;Alberto Mourão - PSDB/SP;04/09/2012
939;PL 5422/2013;Senado Federal - Vanessa Grazziotin - PCdoB/AM;19/04/2013
940;PL 1394/2015;Alfredo Nascimento - PR/AM;06/05/2015
941;PL 4587/2016;Ronaldo Carletto - PP/BA;01/03/2016
942;PL 9840/2018;Heuler Cruvinel - PSD/GO;21/03/2018
943;PL 6295/2016;Alan Rick - PRB/AC;11/10/2016
944;PL 5469/2013;Inocêncio Oliveira - PR/PE;25/04/2013
945;PL 5685/2016;Sergio Vidigal - PDT/ES;28/06/2016
946;PL 404/2015;Luiza Erundina - PSB/SP;24/02/2015
947;PL 3222/2012;Sueli Vidigal - PDT/ES;15/02/2012
948;PL 4540/2012;Diego Andrade - PSD/MG;15/10/2012
949;PL 449/2011;Perpétua Almeida - PCdoB/AC;16/02/2011
950;PL 866/2011;Onofre Santo Agostini - DEM/SC;04/04/2011
951;PL 39/2015;Sergio Vidigal - PDT/ES;02/02/2015
952;PLP 177/2012;Esperidião Amin - PP/SC;16/05/2012
953;PL 2350/2015;Jean Wyllys - PSOL/RJ;14/07/2015
954;PL 9192/2017;Dagoberto Nogueira - PDT/MS;28/11/2017
955;PL 3151/2012;Lelo Coimbra - PMDB/ES;07/02/2012
956;PLP 520/2018;João Campos - PRB/GO;08/06/2018
957;PL 6098/2013;Laercio Oliveira - PR/SE;14/08/2013
958;PL 1285/2011;Felipe Bornier - PHS/RJ;10/05/2011
959;PL 1656/2011;Mara Gabrilli - PSDB/SP;22/06/2011
960;PL 1075/2011;"Penna - PV/SP;Sarney Filho - PV/MA";13/04/2011
961;PL 2314/2015;Celso Russomanno - PRB/SP;08/07/2015
962;PL 4894/2016;Reginaldo Lopes - PT/MG;31/03/2016
963;PL 232/2015;Marcelo Aro - PHS/MG;06/02/2015
964;PL 5851/2016;Valdir Colatto - PMDB/SC;14/07/2016
965;PL 3079/2019;Liziane Bayer - PSB/RS;22/05/2019
966;PL 3543/2019;Edna Henrique - PSDB/PB;13/06/2019
967;PL 5215/2019;"Ricardo Izar - PP/SP;Célio Studart - PV/CE";24/09/2019
968;PL 921/2019;Celso Sabino - PSDB/PA;19/02/2019
969;PL 1846/2020;"Major Fabiana - PSL/RJ;Daniel Silveira - PSL/RJ";14/04/2020
970;PL 315/2020;Marcelo Calero - CIDADANIA/RJ;13/02/2020
971;PL 6333/2019;Dr. Leonardo - SOLIDARI/MT;09/12/2019
972;PL 9225/2017;Alfredo Nascimento - PR/AM;29/11/2017
973;PL 3433/2020;"Zé Neto - PT/BA; José Guimarães - PT/CE; Pedro Uczai - PT/SC e outros";19/06/2020
974;PL 6374/2019;Eduardo da Fonte - PP/PE;10/12/2019
975;PL 1477/2015;Marcos Rogério - PDT/RO;11/05/2015
976;PL 10266/2018;Odorico Monteiro - PSB/CE;16/05/2018
977;PL 1876/2019;Mauro Nazif - PSB/RO;28/03/2019
978;PL 4237/2015;Marcelo Belinati - PP/PR;22/12/2015
979;PL 2240/2019;"Luciano Bivar - PSL/PE;Dra. Soraya Manato - PSL/ES";11/04/2019
980;PL 2397/2019;Boca Aberta - PROS/PR;17/04/2019
981;PL 1823/2015;Daniel Coelho - PSDB/PE;09/06/2015
982;PL 10988/2018;Carlos Henrique Gaguim - DEM/TO;20/11/2018
983;PL 597/2015;Alice Portugal - PCdoB/BA;05/03/2015
984;PL 8931/2017;Laura Carneiro - PMDB/RJ;24/10/2017
985;PL 2726/2015;Marcelo Belinati - PP/PR;20/08/2015
986;PL 9713/2018;Odorico Monteiro - PSB/CE;07/03/2018
987;PL 1874/2015;Victor Mendes - PV/MA;11/06/2015
988;PL 6055/2019;Glaustin Fokus - PSC/GO;19/11/2019
989;PL 4077/2012;Giroto - PMDB/MS;18/06/2012
990;PL 608/2020;Rejane Dias - PT/PI;11/03/2020
991;PL 3934/2012;Renan Filho - PMDB/AL;23/05/2012
992;PL 2254/2020;Eduardo da Fonte - PP/PE;28/04/2020
993;PL 2366/2020;"Fernanda Melchionna - PSOL/RS; Sâmia Bomfim - PSOL/SP; Luiza Erundina - PSOL/SP e outros";04/05/2020
994;PL 2567/2020;"Maria do Rosário - PT/RS; Arlindo Chinaglia - PT/SP; Jorge Solla - PT/BA e outros";12/05/2020
995;PL 2583/2020;"Dr. Luiz Antonio Teixeira Jr. - PP/RJ; General Peternelli - PSL/SP; Dra. Soraya Manato - PSL/ES e outros";12/05/2020
996;PL 2152/2020;Daniel Silveira - PSL/RJ;23/04/2020
997;PL 33/2019;Luis Miranda - DEM/DF;04/02/2019
998;PL 892/2020;José Guimarães - PT/CE;24/03/2020
999;PL 2042/2020;Dr. Leonardo - SOLIDARI/MT;20/04/2020
1000;PL 3199/2020;Pompeo de Mattos - PDT/RS;09/06/2020
1001;PL 4241/2012;Erika Kokay - PT/DF;01/08/2012
1002;PL 4454/2019;Marreca Filho - PATRIOTA/MA;14/08/2019
1003;PL 7833/2017;Célio Silveira - PSDB/GO;07/06/2017
1004;PL 1258/2020;Luis Miranda - DEM/DF;30/03/2020
1005;PL 1210/2019;"Ricardo Izar - PP/SP;Weliton Prado - PROS/MG";27/02/2019
1006;PL 7374/2014;Gonzaga Patriota - PSB/PE;07/04/2014
1007;PEC 128/2019;Luis Miranda - DEM/DF;16/08/2019
1008;PEC 7/2020;Luiz Philippe de Orleans e Bragança - PSL/SP;04/03/2020
1009;PL 1316/2020;"Alexandre Padilha - PT/SP; Jorge Solla - PT/BA; Alencar Santana Braga - PT/SP e outros";31/03/2020
1010;PL 1424/2020;Flávio Nogueira - PDT/PI;01/04/2020
1011;PL 1526/2020;Valdevan Noventa - PSC/SE;03/04/2020
1012;PL 1575/2020;Roberto Pessoa - PSDB/CE;06/04/2020
1013;PL 622/2020;Igor Kannário - DEM/BA;11/03/2020
1014;PL 750/2020;João Roma - REPUBLIC/BA;18/03/2020
1015;PL 1248/2020;Marx Beltrão - PSD/AL;30/03/2020
1016;PL 1332/2020;Lincoln Portela - PL/MG;31/03/2020
1017;PL 902/2020;"Rubens Otoni - PT/GO; Professora Rosa Neide - PT/MT; Erika Kokay - PT/DF e outros";24/03/2020
1018;PL 1211/2020;Pedro Westphalen - PP/RS;30/03/2020
1019;PL 3432/2019;Léo Moraes - PODE/RO;11/06/2019
1020;PL 4017/2012;Arnaldo Jordy - PPS/PA;05/06/2012
1021;PL 8848/2017;Mário Heringer - PDT/MG;17/10/2017
1022;PL 605/2020;Rejane Dias - PT/PI;11/03/2020
1023;PL 7103/2010;Moreira Mendes - PPS/RO;08/04/2010
1024;PL 1477/2020;Marx Beltrão - PSD/AL;02/04/2020
1025;PL 2202/2020;Jaqueline Cassol - PP/RO;27/04/2020
1026;PL 10161/2018;Senado Federal - Eduardo Amorim - PSC/SE;03/05/2018
1027;PL 7848/2017;Aureo - SD/RJ;13/06/2017
1028;PL 6022/2013;Poder Executivo;06/08/2013
1029;PL 6469/2016;Alexandre Leite - DEM/SP;10/11/2016
1030;PL 9553/2018;Sergio Vidigal - PDT/ES;07/02/2018
1031;PL 7262/2014;Roberto Britto - PP/BA;18/03/2014
1032;PL 5489/2016;Ezequiel Teixeira - PTN/RJ;07/06/2016
1033;PL 7044/2014;Acelino Popó - PRB/BA;04/02/2014
1034;PL 2398/2019;Boca Aberta - PROS/PR;17/04/2019
1035;PL 8714/2017;Cícero Almeida - PODE/AL;27/09/2017
1036;PL 2748/2019;Edna Henrique - PSDB/PB;08/05/2019
1037;PL 3218/2019;Edna Henrique - PSDB/PB;29/05/2019
1038;PL 2975/2019;José Medeiros - PODE/MT;21/05/2019
1039;PL 377/2019;Danilo Cabral - PSB/PE;05/02/2019
1040;PL 4113/2015;Gorete Pereira - PR/CE;16/12/2015
1041;PL 3223/2015;Lucas Vergilio - SD/GO;06/10/2015
1042;PL 4990/2013;Major Fábio - DEM/PB;20/02/2013
1043;PL 4624/2016;Mauro Lopes - PMDB/MG;03/03/2016
1044;PL 7844/2014;"Rogério Carvalho - PT/SE;Ricardo Izar - PSD/SP";05/08/2014
1045;PL 2552/2015;Lucio Vieira Lima - PMDB/BA;06/08/2015
1046;PL 5793/2019;Rejane Dias - PT/PI;30/10/2019
1047;PL 9940/2018;Senado Federal - Marta Suplicy - PMDB/SP;03/04/2018
1048;PL 3937/2019;Ossesio Silva - PRB/PE;09/07/2019
1049;PL 2776/2015;Victor Mendes - PV/MA;26/08/2015
1050;PL 3100/2019;Danrlei de Deus Hinterholz - PSD/RS;22/05/2019
1051;PL 770/2019;Geninho Zuliani - DEM/SP;13/02/2019
1052;PL 2295/2015;Rodrigo Garcia - DEM/SP;08/07/2015
1053;PL 5157/2019;"Weliton Prado - PROS/MG;Ricardo Izar - PP/SP";18/09/2019
1054;PL 665/2011;Hugo Leal - PSC/RJ;03/03/2011
1055;PL 288/2015;Valmir Assunção - PT/BA;10/02/2015
1056;PL 321/2015;Jorge Solla - PT/BA;11/02/2015
1057;PL 1711/2020;Chris Tonietto - PSL/RJ;08/04/2020
1058;PLP 114/2020;Wolney Queiroz - PDT/PE;27/04/2020
1059;PL 1984/2020;Delegado Pablo - PSL/AM;16/04/2020
1060;PL 5335/2016;Lucio Mosquini - PMDB/RO;18/05/2016
1061;PL 2849/2019;Felipe Carreras - PSB/PE;14/05/2019
1062;PL 351/2019;Alexandre Padilha - PT/SP;04/02/2019
1063;PL 1893/2015;Luiza Erundina - PSB/SP;11/06/2015
1064;PL 915/2015;"Ronaldo Fonseca - PROS/DF; Izalci - PSDB/DF; Anderson Ferreira - PR/PE e outros";25/03/2015
1065;PL 3408/2020;Capitão Alberto Neto - REPUBLIC/AM;18/06/2020
1066;PL 3200/2015;Covatti Filho - PP/RS;06/10/2015
1067;PL 1774/2019;Glaustin Fokus - PSC/GO;26/03/2019
1068;PL 3313/2019;Júnior Mano - PL/CE;04/06/2019
1069;PL 903/2015;Alfredo Nascimento - PR/AM;25/03/2015
1070;PL 4865/2019;Gastão Vieira - PROS/MA;04/09/2019
1071;PL 2527/2019;Eduardo Costa - PTB/PA;25/04/2019
1072;PL 5923/2013;"Dr. Jorge Silva - PDT/ES;Sergio Vidigal - PDT/ES";10/07/2013
1073;PL 5846/2019;Boca Aberta - PROS/PR;05/11/2019
1074;PL 6089/2019;Jerônimo Goergen - PP/RS;20/11/2019
1075;PL 10434/2018;Eduardo Barbosa - PSDB/MG;19/06/2018
1076;PL 7900/2010;Manoel Junior - PMDB/PB;16/11/2010
1077;PL 5208/2016;"Raul Jungmann - PPS/PE; Rubens Bueno - PPS/PR; Pauderney Avelino - DEM/AM e outros";10/05/2016
1078;PL 1421/2011;Sérgio Moraes - PTB/RS;24/05/2011
1079;PL 7396/2010;Luiz Carlos Hauly - PSDB/PR;26/05/2010
1080;PL 1579/2015;André Figueiredo - PDT/CE;19/05/2015
1081;PL 2645/2015;Goulart - PSD/SP;13/08/2015
1082;PL 645/2020;Tiago Dimas - SOLIDARI/TO;13/03/2020
1083;PL 626/2020;Rogério Correia - PT/MG;12/03/2020
1084;PL 710/2020;Dr. Zacharias Calil - DEM/GO;18/03/2020
1085;PL 3570/2012;Eduardo da Fonte - PP/PE;28/03/2012
1086;PL 6950/2013;Eleuses Paiva - PSD/SP;12/12/2013
1087;PL 1552/2020;"Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ; Fernanda Melchionna - PSOL/RS e outros";03/04/2020
1088;PL 1494/2020;Ruy Carneiro - PSDB/PB;02/04/2020
1089;PLP 157/2020;"Eduardo Costa - PTB/PA; Paulo Teixeira - PT/SP; Pedro Augusto Bezerra - PTB/CE e outros";04/06/2020
1090;PLP 172/2020;Nelson Barbudo - PSL/MT;29/06/2020
1091;PL 10420/2018;Senado Federal - Lasier Martins - PSD/RS;13/06/2018
1092;PL 5495/2019;Hugo Leal - PSD/RJ;10/10/2019
1093;PL 1066/2011;Diego Andrade - PR/MG;13/04/2011
1094;PL 3299/2015;Heuler Cruvinel - PSD/GO;14/10/2015
1095;PL 1221/2015;Christiane de Souza Yared - PTN/PR;22/04/2015
1096;PL 4129/2019;Marcelo Calero - CIDADANIA/RJ;16/07/2019
1097;PL 2103/2015;Jorge Solla - PT/BA;25/06/2015
1098;PL 6273/2013;Adrian - PMDB/RJ;04/09/2013
1099;PL 1395/2020;Capitão Augusto - PL/SP;01/04/2020
1100;PL 2667/2020;"Fernanda Melchionna - PSOL/RS; Sâmia Bomfim - PSOL/SP; Edmilson Rodrigues - PSOL/PA e outros";14/05/2020
1101;PL 2419/2011;Wilson Filho - PMDB/PB;28/09/2011
1102;PL 2773/2020;Félix Mendonça Júnior - PDT/BA;20/05/2020
1103;PL 2919/2011;Nilson Leitão - PSDB/MT;13/12/2011
1104;PL 2254/2011;Edivaldo Holanda Junior - PTC/MA;13/09/2011
1105;PL 2385/2011;Diego Andrade - PR/MG;21/09/2011
1106;PL 6370/2013;Paulo Teixeira - PT/SP;18/09/2013
1107;PL 3310/2020;Vicentinho - PT/SP;15/06/2020
1108;PL 936/2020;Luis Miranda - DEM/DF;24/03/2020
1109;PL 753/2020;Arlindo Chinaglia - PT/SP;19/03/2020
1110;PL 3899/2012;Jandira Feghali - PCdoB/RJ;22/05/2012
1111;PL 847/2020;Kim Kataguiri - DEM/SP;23/03/2020
1112;PL 1679/2020;Eduardo Bismarck - PDT/CE;07/04/2020
1113;PL 3107/2020;Abou Anni - PSL/SP;03/06/2020
1114;PL 1615/2020;"Marília Arraes - PT/PE; Professora Rosa Neide - PT/MT; Patrus Ananias - PT/MG e outros";06/04/2020
1115;PL 2949/2020;"Idilvan Alencar - PDT/CE; Professora Rosa Neide - PT/MT; Wolney Queiroz - PDT/PE e outros";28/05/2020
1116;PL 2117/2020;João Daniel - PT/SE;23/04/2020
1117;PL 2894/2020;"Eduardo Costa - PTB/PA; Pedro Lucas Fernandes - PTB/MA; Dra. Soraya Manato - PSL/ES e outros";26/05/2020
1118;PL 3311/2019;Lauriete - PL/ES;04/06/2019
1119;PL 3644/2019;Senado Federal - Regina Sousa - PT/PI;18/06/2019
1120;PL 912/2019;Camilo Capiberibe - PSB/AP;19/02/2019
1121;PL 1911/2011;Neilton Mulim - PR/RJ;03/08/2011
1122;PL 5656/2013;Esperidião Amin - PP/SC;28/05/2013
1123;PL 11148/2018;Gilberto Nascimento - PSC/SP;05/12/2018
1124;PL 147/2019;Diego Garcia - PODE/PR;04/02/2019
1125;PL 446/2019;Valmir Assunção - PT/BA;05/02/2019
1126;PL 5413/2019;"Pedro Westphalen - PP/RS; Ruy Carneiro - PSDB/PB; Darcísio Perondi - MDB/RS e outros";08/10/2019
1127;PL 2765/2020;"Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ; Erika Kokay - PT/DF e outros";19/05/2020
1128;PL 4857/2019;Pedro Paulo - DEM/RJ;03/09/2019
1129;PL 1464/2011;Edivaldo Holanda Junior - PTC/MA;30/05/2011
1130;PL 2842/2020;Helder Salomão - PT/ES;22/05/2020
1131;PL 2198/2020;"Paula Belmonte - CIDADANIA/DF;Coronel Armando - PSL/SC";27/04/2020
1132;PL 5321/2013;Professor Sérgio de Oliveira - PSC/PR;04/04/2013
1133;PL 6327/2019;COMISSÃO DE LEGISLAÇÃO PARTICIPATIVA;09/12/2019
1134;PL 3111/2015;Cleber Verde - PRB/MA;24/09/2015
1135;PL 3455/2015;Décio Lima - PT/SC;28/10/2015
1136;PL 3465/2015;Kaio Maniçoba - PHS/PE;28/10/2015
1137;PL 115/2015;Juscelino Rezende Filho - PRP/MA;03/02/2015
1138;PL 917/2015;Major Olimpio - PDT/SP;25/03/2015
1139;PL 953/2015;Tia Eron - PRB/BA;26/03/2015
1140;PL 7697/2014;Sandro Alex - PPS/PR;10/06/2014
1141;PL 1830/2020;Evair Vieira de Melo - PP/ES;13/04/2020
1142;PL 6567/2013;Senado Federal - Gim Argello - PTB/DF;14/10/2013
1143;PL 6163/2019;Poder Executivo;26/11/2019
1144;PL 6162/2019;Poder Executivo;26/11/2019
1145;PL 2622/2020;"Dr. Luiz Antonio Teixeira Jr. - PP/RJ; Dr. Zacharias Calil - DEM/GO; Dra. Soraya Manato - PSL/ES e outros";13/05/2020
1146;PL 2597/2020;Marreca Filho - PATRIOTA/MA;13/05/2020
1147;PEC 28/2011;Eduardo Barbosa - PSDB/MG;11/05/2011
1148;PEC 74/2015;"Carlos Sampaio - PSDB/SP; Leonardo Picciani - PMDB/RJ; Sibá Machado - PT/AC";25/06/2015
1149;PEC 1/2015;Vanderlei Macris - PSDB/SP;05/02/2015
1150;PEC 100/2015;Veneziano Vital do Rêgo - PMDB/PB;15/07/2015
1151;PEC 280/2016;Félix Mendonça Júnior - PDT/BA;24/11/2016
1152;PEC 111/2019;José Ricardo - PT/AM;10/07/2019
1153;PEC 297/2016;Hiran Gonçalves - PP/RR;14/12/2016
1154;PEC 407/2018;Janete Capiberibe - PSB/AP;20/03/2018
1155;PEC 329/2017;Aureo - SD/RJ;01/06/2017
1156;PL 6482/2013;Francisco Tenório - PMN/AL;02/10/2013
1157;PEC 207/2019;Célio Silveira - PSDB/GO;03/12/2019
1158;PL 1759/2020;"Fernanda Melchionna - PSOL/RS; Luiza Erundina - PSOL/SP; Sâmia Bomfim - PSOL/SP e outros";09/04/2020
1159;PL 6175/2013;Goiaciara Cruz - PR/TO;23/08/2013
1160;PL 6753/2013;Renan Filho - PMDB/AL;13/11/2013
1161;PL 8226/2014;Júlio Cesar - PSD/PI;10/12/2014
1162;PL 5195/2013;Assis Melo - PCdoB/RS;20/03/2013
1163;PL 2472/2020;"Sâmia Bomfim - PSOL/SP; Fernanda Melchionna - PSOL/RS; Talíria Petrone - PSOL/RJ e outros";07/05/2020
1164;PL 2433/2020;"Talíria Petrone - PSOL/RJ; David Miranda - PSOL/RJ; Fernanda Melchionna - PSOL/RS e outros";06/05/2020
1165;PL 1184/2020;"Jandira Feghali - PCdoB/RJ; Alexandre Padilha - PT/SP; Alice Portugal - PCdoB/BA";30/03/2020
1166;PLP 4/2015;Alessandro Molon;02/02/2015
1167;PL 3090/2015;Marcelo Matos - PDT/RJ;23/09/2015
1168;PL 2592/2020;Miguel Lombardi - PL/SP;12/05/2020
1169;PL 1915/2015;Carlos Bezerra - PMDB/MT;15/06/2015
1170;PL 2051/2015;Shéridan - PSDB/RR;23/06/2015
1171;PL 2271/2020;"Carmen Zanotto - CIDADANIA/SC;Dra. Soraya Manato - PSL/ES";28/04/2020
1172;PL 2866/2015;"Otavio Leite - PSDB/RJ;Flávia Morais - PDT/GO";02/09/2015
1173;PL 3349/2015;Aureo - SD/RJ;20/10/2015
1174;PLP 161/2020;Paulo Teixeira - PT/SP;08/06/2020
1175;PL 734/2015;Pompeo de Mattos - PDT/RS;12/03/2015
1176;PL 24/2015;Marcos Reategui - PSC/AP;02/02/2015
1177;PL 3454/2020;Mara Rocha - PSDB/AC;22/06/2020
